pair_stem,base,next,origin,docx_source_base,docx_source_next,redline_docx,redline_docx_word,accepted_docx,pdf_redline,pdf_accepted,missing
sample_document_afterword_repaired_word_repaired_sample_document_really_repaired_word_repaired,sample_document_afterword_repaired_word_repaired,sample_document_really_repaired_word_repaired,both,sample_document_afterword_repaired_word_repaired.docx,sample_document_really_repaired_word_repaired.docx,sample_document_afterword_repaired_word_repaired_sample_document_really_repaired_word_repaired_redline.docx,,sample_document_afterword_repaired_word_repaired_sample_document_really_repaired_word_repaired_redline.docx,sample_document_afterword_repaired_word_repaired_sample_document_really_repaired_word_repaired_redline.pdf,MISSING,pdf_accepted
sample_document_really_repaired_word_repaired_sample_document_word_repair_of_our_output_iter2_word_repaired,sample_document_really_repaired_word_repaired,sample_document_word_repair_of_our_output_iter2_word_repaired,both,sample_document_really_repaired_word_repaired.docx,sample_document_word_repair_of_our_output_iter2_word_repaired.docx,sample_document_really_repaired_word_repaired_sample_document_word_repair_of_our_output_iter2_word_repaired_redline.docx,,sample_document_really_repaired_word_repaired_sample_document_word_repair_of_our_output_iter2_word_repaired_redline.docx,sample_document_really_repaired_word_repaired_sample_document_word_repair_of_our_output_iter2_word_repaired_redline.pdf,MISSING,pdf_accepted
sample_document_word_repair_of_our_output_iter2_word_repaired_sample_document_word_repair_of_our_output_word_repaired,sample_document_word_repair_of_our_output_iter2_word_repaired,sample_document_word_repair_of_our_output_word_repaired,both,sample_document_word_repair_of_our_output_iter2_word_repaired.docx,sample_document_word_repair_of_our_output_word_repaired.docx,sample_document_word_repair_of_our_output_iter2_word_repaired_sample_document_word_repair_of_our_output_word_repaired_redline.docx,sample_document_word_repair_of_our_output_iter2_word_repaired_sample_document_word_repair_of_our_output_word_repaired_word_redline.docx,sample_document_word_repair_of_our_output_iter2_word_repaired_sample_document_word_repair_of_our_output_word_repaired_word_redline.docx,sample_document_word_repair_of_our_output_iter2_word_repaired_sample_document_word_repair_of_our_output_word_repaired_word_redline.pdf,sample_document_word_repair_of_our_output_iter2_word_repaired_sample_document_word_repair_of_our_output_word_repaired_word_redline_accepted.pdf,
sample_document_word_repair_of_our_output_word_repaired_sd_2517_localized_heading_styles,sample_document_word_repair_of_our_output_word_repaired,sd_2517_localized_heading_styles,both,sample_document_word_repair_of_our_output_word_repaired.docx,sd_2517_localized_heading_styles.docx,,sample_document_word_repair_of_our_output_word_repaired_sd_2517_localized_heading_styles_word_redline.docx,sample_document_word_repair_of_our_output_word_repaired_sd_2517_localized_heading_styles_word_redline.docx,sample_document_word_repair_of_our_output_word_repaired_sd_2517_localized_heading_styles_word_redline.pdf,sample_document_word_repair_of_our_output_word_repaired_sd_2517_localized_heading_styles_word_redline_accepted.pdf,
sample_document_word_repair_of_our_output_word_repaired_small_font_size_demo_id_paraid_overflow,sample_document_word_repair_of_our_output_word_repaired,small_font_size_demo_id_paraid_overflow,both,sample_document_word_repair_of_our_output_word_repaired.docx,small_font_size_demo_id_paraid_overflow.docx,sample_document_word_repair_of_our_output_word_repaired_small_font_size_demo_id_paraid_overflow_redline.docx,,sample_document_word_repair_of_our_output_word_repaired_small_font_size_demo_id_paraid_overflow_redline.docx,sample_document_word_repair_of_our_output_word_repaired_small_font_size_demo_id_paraid_overflow_redline.pdf,MISSING,pdf_accepted
sd_2517_localized_heading_styles_sectpr_headerref,sd_2517_localized_heading_styles,sectpr_headerref,both,sd_2517_localized_heading_styles.docx,sectpr_headerref.docx,,sd_2517_localized_heading_styles_sectpr_headerref_word_redline.docx,sd_2517_localized_heading_styles_sectpr_headerref_word_redline.docx,sd_2517_localized_heading_styles_sectpr_headerref_word_redline.pdf,sd_2517_localized_heading_styles_sectpr_headerref_word_redline_accepted.pdf,
sectpr_headerref_single_paragraph,sectpr_headerref,single_paragraph,both,sectpr_headerref.docx,single_paragraph.docx,,sectpr_headerref_single_paragraph_word_redline.docx,sectpr_headerref_single_paragraph_word_redline.docx,sectpr_headerref_single_paragraph_word_redline.pdf,sectpr_headerref_single_paragraph_word_redline_accepted.pdf,
single_paragraph_small_font_size_demo_id_paraid_overflow,single_paragraph,small_font_size_demo_id_paraid_overflow,both,single_paragraph.docx,small_font_size_demo_id_paraid_overflow.docx,,single_paragraph_small_font_size_demo_id_paraid_overflow_word_redline.docx,single_paragraph_small_font_size_demo_id_paraid_overflow_word_redline.docx,single_paragraph_small_font_size_demo_id_paraid_overflow_word_redline.pdf,single_paragraph_small_font_size_demo_id_paraid_overflow_word_redline_accepted.pdf,
small_font_size_demo_id_paraid_overflow_strict01_sdt_controls,small_font_size_demo_id_paraid_overflow,strict01_sdt_controls,both,small_font_size_demo_id_paraid_overflow.docx,strict01_sdt_controls.docx,,small_font_size_demo_id_paraid_overflow_strict01_sdt_controls_word_redline.docx,small_font_size_demo_id_paraid_overflow_strict01_sdt_controls_word_redline.docx,small_font_size_demo_id_paraid_overflow_strict01_sdt_controls_word_redline.pdf,small_font_size_demo_id_paraid_overflow_strict01_sdt_controls_word_redline_accepted.pdf,
small_font_size_demo_id_paraid_overflow_strikethrough_and_italic_combo_id_paraid_overflow,small_font_size_demo_id_paraid_overflow,strikethrough_and_italic_combo_id_paraid_overflow,both,small_font_size_demo_id_paraid_overflow.docx,strikethrough_and_italic_combo_id_paraid_overflow.docx,small_font_size_demo_id_paraid_overflow_strikethrough_and_italic_combo_id_paraid_overflow_redline.docx,,small_font_size_demo_id_paraid_overflow_strikethrough_and_italic_combo_id_paraid_overflow_redline.docx,small_font_size_demo_id_paraid_overflow_strikethrough_and_italic_combo_id_paraid_overflow_redline.pdf,MISSING,pdf_accepted
strict01_sdt_controls_strict01,strict01_sdt_controls,Strict01,both,strict01_sdt_controls.docx,Strict01.docx,,strict01_sdt_controls_strict01_word_redline.docx,strict01_sdt_controls_strict01_word_redline.docx,strict01_sdt_controls_strict01_word_redline.pdf,strict01_sdt_controls_strict01_word_redline_accepted.pdf,
strict01_strikethrough_and_italic_combo_id_paraid_overflow,strict01,strikethrough_and_italic_combo_id_paraid_overflow,both,Strict01.docx,strikethrough_and_italic_combo_id_paraid_overflow.docx,,strict01_strikethrough_and_italic_combo_id_paraid_overflow_word_redline.docx,strict01_strikethrough_and_italic_combo_id_paraid_overflow_word_redline.docx,strict01_strikethrough_and_italic_combo_id_paraid_overflow_word_redline.pdf,strict01_strikethrough_and_italic_combo_id_paraid_overflow_word_redline_accepted.pdf,
strikethrough_and_italic_combo_id_paraid_overflow_strikethrough_bold_demo_id_paraid_overflow,strikethrough_and_italic_combo_id_paraid_overflow,strikethrough_bold_demo_id_paraid_overflow,both,strikethrough_and_italic_combo_id_paraid_overflow.docx,strikethrough_bold_demo_id_paraid_overflow.docx,strikethrough_and_italic_combo_id_paraid_overflow_strikethrough_bold_demo_id_paraid_overflow_redline.docx,,strikethrough_and_italic_combo_id_paraid_overflow_strikethrough_bold_demo_id_paraid_overflow_redline.docx,strikethrough_and_italic_combo_id_paraid_overflow_strikethrough_bold_demo_id_paraid_overflow_redline.pdf,strikethrough_and_italic_combo_id_paraid_overflow_strikethrough_bold_demo_id_paraid_overflow_word_redline_accepted.pdf,
strikethrough_bold_demo_id_paraid_overflow_strikethrough_text_demo_id_paraid_overflow,strikethrough_bold_demo_id_paraid_overflow,strikethrough_text_demo_id_paraid_overflow,both,strikethrough_bold_demo_id_paraid_overflow.docx,strikethrough_text_demo_id_paraid_overflow.docx,strikethrough_bold_demo_id_paraid_overflow_strikethrough_text_demo_id_paraid_overflow_redline.docx,,strikethrough_bold_demo_id_paraid_overflow_strikethrough_text_demo_id_paraid_overflow_redline.docx,strikethrough_bold_demo_id_paraid_overflow_strikethrough_text_demo_id_paraid_overflow_redline.pdf,strikethrough_bold_demo_id_paraid_overflow_strikethrough_text_demo_id_paraid_overflow_word_redline_accepted.pdf,
strikethrough_text_demo_id_paraid_overflow_strikethrough_text_formatting_demo_id_paraid_overflow,strikethrough_text_demo_id_paraid_overflow,strikethrough_text_formatting_demo_id_paraid_overflow,both,strikethrough_text_demo_id_paraid_overflow.docx,strikethrough_text_formatting_demo_id_paraid_overflow.docx,strikethrough_text_demo_id_paraid_overflow_strikethrough_text_formatting_demo_id_paraid_overflow_redline.docx,,strikethrough_text_demo_id_paraid_overflow_strikethrough_text_formatting_demo_id_paraid_overflow_redline.docx,strikethrough_text_demo_id_paraid_overflow_strikethrough_text_formatting_demo_id_paraid_overflow_redline.pdf,strikethrough_text_demo_id_paraid_overflow_strikethrough_text_formatting_demo_id_paraid_overflow_word_redline_accepted.pdf,
strikethrough_text_formatting_demo_id_paraid_overflow_subscript_demo_id_paraid_overflow,strikethrough_text_formatting_demo_id_paraid_overflow,subscript_demo_id_paraid_overflow,both,strikethrough_text_formatting_demo_id_paraid_overflow.docx,subscript_demo_id_paraid_overflow.docx,strikethrough_text_formatting_demo_id_paraid_overflow_subscript_demo_id_paraid_overflow_redline.docx,,strikethrough_text_formatting_demo_id_paraid_overflow_subscript_demo_id_paraid_overflow_redline.docx,strikethrough_text_formatting_demo_id_paraid_overflow_subscript_demo_id_paraid_overflow_redline.pdf,strikethrough_text_formatting_demo_id_paraid_overflow_subscript_demo_id_paraid_overflow_word_redline_accepted.pdf,
subscript_demo_id_paraid_overflow_subscript_demo_style_default_missing,subscript_demo_id_paraid_overflow,subscript_demo_style_default_missing,both,subscript_demo_id_paraid_overflow.docx,subscript_demo_style_default_missing.docx,subscript_demo_id_paraid_overflow_subscript_demo_style_default_missing_redline.docx,,subscript_demo_id_paraid_overflow_subscript_demo_style_default_missing_redline.docx,subscript_demo_id_paraid_overflow_subscript_demo_style_default_missing_redline.pdf,subscript_demo_id_paraid_overflow_subscript_demo_style_default_missing_word_redline_accepted.pdf,
subscript_demo_style_default_missing_subtitle_style_demo_id_paraid_overflow,subscript_demo_style_default_missing,subtitle_style_demo_id_paraid_overflow,both,subscript_demo_style_default_missing.docx,subtitle_style_demo_id_paraid_overflow.docx,subscript_demo_style_default_missing_subtitle_style_demo_id_paraid_overflow_redline.docx,,subscript_demo_style_default_missing_subtitle_style_demo_id_paraid_overflow_redline.docx,subscript_demo_style_default_missing_subtitle_style_demo_id_paraid_overflow_redline.pdf,subscript_demo_style_default_missing_subtitle_style_demo_id_paraid_overflow_word_redline_accepted.pdf,
subtitle_style_demo_id_paraid_overflow_subtitle_style_demo_style_default_missing,subtitle_style_demo_id_paraid_overflow,subtitle_style_demo_style_default_missing,both,subtitle_style_demo_id_paraid_overflow.docx,subtitle_style_demo_style_default_missing.docx,subtitle_style_demo_id_paraid_overflow_subtitle_style_demo_style_default_missing_redline.docx,,subtitle_style_demo_id_paraid_overflow_subtitle_style_demo_style_default_missing_redline.docx,subtitle_style_demo_id_paraid_overflow_subtitle_style_demo_style_default_missing_redline.pdf,subtitle_style_demo_id_paraid_overflow_subtitle_style_demo_style_default_missing_word_redline_accepted.pdf,
subtitle_style_demo_style_default_missing_superscript_demo_id_paraid_overflow_2,subtitle_style_demo_style_default_missing,superscript_demo_id_paraid_overflow_2,both,subtitle_style_demo_style_default_missing.docx,superscript_demo_id_paraid_overflow_2.docx,subtitle_style_demo_style_default_missing_superscript_demo_id_paraid_overflow_2_redline.docx,,subtitle_style_demo_style_default_missing_superscript_demo_id_paraid_overflow_2_redline.docx,subtitle_style_demo_style_default_missing_superscript_demo_id_paraid_overflow_2_redline.pdf,subtitle_style_demo_style_default_missing_superscript_demo_id_paraid_overflow_2_word_redline_accepted.pdf,
superscript_demo_id_paraid_overflow_2_superscript_demo_id_paraid_overflow,superscript_demo_id_paraid_overflow_2,superscript_demo_id_paraid_overflow,both,superscript_demo_id_paraid_overflow_2.docx,superscript_demo_id_paraid_overflow.docx,superscript_demo_id_paraid_overflow_2_superscript_demo_id_paraid_overflow_redline.docx,,superscript_demo_id_paraid_overflow_2_superscript_demo_id_paraid_overflow_redline.docx,superscript_demo_id_paraid_overflow_2_superscript_demo_id_paraid_overflow_redline.pdf,superscript_demo_id_paraid_overflow_2_superscript_demo_id_paraid_overflow_word_redline_accepted.pdf,
superscript_demo_id_paraid_overflow_superscript_demo_style_default_missing,superscript_demo_id_paraid_overflow,superscript_demo_style_default_missing,both,superscript_demo_id_paraid_overflow.docx,superscript_demo_style_default_missing.docx,superscript_demo_id_paraid_overflow_superscript_demo_style_default_missing_redline.docx,,superscript_demo_id_paraid_overflow_superscript_demo_style_default_missing_redline.docx,superscript_demo_id_paraid_overflow_superscript_demo_style_default_missing_redline.pdf,superscript_demo_id_paraid_overflow_superscript_demo_style_default_missing_word_redline_accepted.pdf,
superscript_demo_style_default_missing_support_tickets_summary_id_paraid_overflow,superscript_demo_style_default_missing,support_tickets_summary_id_paraid_overflow,both,superscript_demo_style_default_missing.docx,support_tickets_summary_id_paraid_overflow.docx,,superscript_demo_style_default_missing_support_tickets_summary_id_paraid_overflow_word_redline.docx,superscript_demo_style_default_missing_support_tickets_summary_id_paraid_overflow_word_redline.docx,superscript_demo_style_default_missing_support_tickets_summary_id_paraid_overflow_word_redline.pdf,superscript_demo_style_default_missing_support_tickets_summary_id_paraid_overflow_word_redline_accepted.pdf,
superscript_demo_style_default_missing_support_tickets_table,superscript_demo_style_default_missing,support_tickets_table,both,superscript_demo_style_default_missing.docx,support_tickets_table.docx,superscript_demo_style_default_missing_support_tickets_table_redline.docx,,superscript_demo_style_default_missing_support_tickets_table_redline.docx,superscript_demo_style_default_missing_support_tickets_table_redline.pdf,MISSING,pdf_accepted
support_tickets_summary_id_paraid_overflow_support_tickets_table,support_tickets_summary_id_paraid_overflow,support_tickets_table,both,support_tickets_summary_id_paraid_overflow.docx,support_tickets_table.docx,,support_tickets_summary_id_paraid_overflow_support_tickets_table_word_redline.docx,support_tickets_summary_id_paraid_overflow_support_tickets_table_word_redline.docx,support_tickets_summary_id_paraid_overflow_support_tickets_table_word_redline.pdf,support_tickets_summary_id_paraid_overflow_support_tickets_table_word_redline_accepted.pdf,
support_tickets_summary_id_paraid_overflow_text_highlight_demo_style_default_missing,support_tickets_summary_id_paraid_overflow,text_highlight_demo_style_default_missing,both,support_tickets_summary_id_paraid_overflow.docx,text_highlight_demo_style_default_missing.docx,support_tickets_summary_id_paraid_overflow_text_highlight_demo_style_default_missing_redline.docx,,support_tickets_summary_id_paraid_overflow_text_highlight_demo_style_default_missing_redline.docx,support_tickets_summary_id_paraid_overflow_text_highlight_demo_style_default_missing_redline.pdf,MISSING,pdf_accepted
support_tickets_table_support_tickets_summary_id_paraid_overflow,support_tickets_table,support_tickets_summary_id_paraid_overflow,both,support_tickets_table.docx,support_tickets_summary_id_paraid_overflow.docx,support_tickets_table_support_tickets_summary_id_paraid_overflow_redline.docx,,support_tickets_table_support_tickets_summary_id_paraid_overflow_redline.docx,support_tickets_table_support_tickets_summary_id_paraid_overflow_redline.pdf,MISSING,pdf_accepted
support_tickets_table_table_bookmark_end,support_tickets_table,table_bookmark_end,both,support_tickets_table.docx,table_bookmark_end.docx,,support_tickets_table_table_bookmark_end_word_redline.docx,support_tickets_table_table_bookmark_end_word_redline.docx,support_tickets_table_table_bookmark_end_word_redline.pdf,support_tickets_table_table_bookmark_end_word_redline_accepted.pdf,
table_bookmark_end_table_vmerge_colspan,table_bookmark_end,table_vmerge_colspan,both,table_bookmark_end.docx,table_vmerge_colspan.docx,,table_bookmark_end_table_vmerge_colspan_word_redline.docx,table_bookmark_end_table_vmerge_colspan_word_redline.docx,table_bookmark_end_table_vmerge_colspan_word_redline.pdf,table_bookmark_end_table_vmerge_colspan_word_redline_accepted.pdf,
table_vmerge_colspan_text_box,table_vmerge_colspan,text_box,both,table_vmerge_colspan.docx,text_box.docx,,table_vmerge_colspan_text_box_word_redline.docx,table_vmerge_colspan_text_box_word_redline.docx,table_vmerge_colspan_text_box_word_redline.pdf,table_vmerge_colspan_text_box_word_redline_accepted.pdf,
text_box_text_highlight_demo_style_default_missing,text_box,text_highlight_demo_style_default_missing,both,text_box.docx,text_highlight_demo_style_default_missing.docx,,text_box_text_highlight_demo_style_default_missing_word_redline.docx,text_box_text_highlight_demo_style_default_missing_word_redline.docx,text_box_text_highlight_demo_style_default_missing_word_redline.pdf,text_box_text_highlight_demo_style_default_missing_word_redline_accepted.pdf,
text_highlight_demo_style_default_missing_tiff_image,text_highlight_demo_style_default_missing,tiff_image,both,text_highlight_demo_style_default_missing.docx,tiff_image.docx,,text_highlight_demo_style_default_missing_tiff_image_word_redline.docx,text_highlight_demo_style_default_missing_tiff_image_word_redline.docx,text_highlight_demo_style_default_missing_tiff_image_word_redline.pdf,text_highlight_demo_style_default_missing_tiff_image_word_redline_accepted.pdf,
text_highlight_demo_style_default_missing_times_new_roman_bold_id_paraid_overflow,text_highlight_demo_style_default_missing,times_new_roman_bold_id_paraid_overflow,both,text_highlight_demo_style_default_missing.docx,times_new_roman_bold_id_paraid_overflow.docx,text_highlight_demo_style_default_missing_times_new_roman_bold_id_paraid_overflow_redline.docx,,text_highlight_demo_style_default_missing_times_new_roman_bold_id_paraid_overflow_redline.docx,text_highlight_demo_style_default_missing_times_new_roman_bold_id_paraid_overflow_redline.pdf,MISSING,pdf_accepted
tiff_image_times_new_roman_bold_id_paraid_overflow,tiff_image,times_new_roman_bold_id_paraid_overflow,both,tiff_image.docx,times_new_roman_bold_id_paraid_overflow.docx,,tiff_image_times_new_roman_bold_id_paraid_overflow_word_redline.docx,tiff_image_times_new_roman_bold_id_paraid_overflow_word_redline.docx,tiff_image_times_new_roman_bold_id_paraid_overflow_word_redline.pdf,tiff_image_times_new_roman_bold_id_paraid_overflow_word_redline_accepted.pdf,
times_new_roman_bold_id_paraid_overflow_times_new_roman_font_id_paraid_overflow,times_new_roman_bold_id_paraid_overflow,times_new_roman_font_id_paraid_overflow,both,times_new_roman_bold_id_paraid_overflow.docx,times_new_roman_font_id_paraid_overflow.docx,times_new_roman_bold_id_paraid_overflow_times_new_roman_font_id_paraid_overflow_redline.docx,,times_new_roman_bold_id_paraid_overflow_times_new_roman_font_id_paraid_overflow_redline.docx,times_new_roman_bold_id_paraid_overflow_times_new_roman_font_id_paraid_overflow_redline.pdf,times_new_roman_bold_id_paraid_overflow_times_new_roman_font_id_paraid_overflow_word_redline_accepted.pdf,
times_new_roman_font_id_paraid_overflow_title_style_centered_demo_id_paraid_overflow,times_new_roman_font_id_paraid_overflow,title_style_centered_demo_id_paraid_overflow,both,times_new_roman_font_id_paraid_overflow.docx,title_style_centered_demo_id_paraid_overflow.docx,times_new_roman_font_id_paraid_overflow_title_style_centered_demo_id_paraid_overflow_redline.docx,,times_new_roman_font_id_paraid_overflow_title_style_centered_demo_id_paraid_overflow_redline.docx,times_new_roman_font_id_paraid_overflow_title_style_centered_demo_id_paraid_overflow_redline.pdf,times_new_roman_font_id_paraid_overflow_title_style_centered_demo_id_paraid_overflow_word_redline_accepted.pdf,
title_style_centered_demo_id_paraid_overflow_title_style_demo_id_paraid_overflow,title_style_centered_demo_id_paraid_overflow,title_style_demo_id_paraid_overflow,both,title_style_centered_demo_id_paraid_overflow.docx,title_style_demo_id_paraid_overflow.docx,title_style_centered_demo_id_paraid_overflow_title_style_demo_id_paraid_overflow_redline.docx,,title_style_centered_demo_id_paraid_overflow_title_style_demo_id_paraid_overflow_redline.docx,title_style_centered_demo_id_paraid_overflow_title_style_demo_id_paraid_overflow_redline.pdf,title_style_centered_demo_id_paraid_overflow_title_style_demo_id_paraid_overflow_word_redline_accepted.pdf,
title_style_demo_id_paraid_overflow_title_style_demo_style_default_missing,title_style_demo_id_paraid_overflow,title_style_demo_style_default_missing,both,title_style_demo_id_paraid_overflow.docx,title_style_demo_style_default_missing.docx,title_style_demo_id_paraid_overflow_title_style_demo_style_default_missing_redline.docx,,title_style_demo_id_paraid_overflow_title_style_demo_style_default_missing_redline.docx,title_style_demo_id_paraid_overflow_title_style_demo_style_default_missing_redline.pdf,title_style_demo_id_paraid_overflow_title_style_demo_style_default_missing_word_redline_accepted.pdf,
title_style_demo_style_default_missing_track_changes_editing_bullet_id_paraid_overflow,title_style_demo_style_default_missing,track_changes_editing_bullet_id_paraid_overflow,both,title_style_demo_style_default_missing.docx,track_changes_editing_bullet_id_paraid_overflow.docx,title_style_demo_style_default_missing_track_changes_editing_bullet_id_paraid_overflow_redline.docx,,title_style_demo_style_default_missing_track_changes_editing_bullet_id_paraid_overflow_redline.docx,title_style_demo_style_default_missing_track_changes_editing_bullet_id_paraid_overflow_redline.pdf,title_style_demo_style_default_missing_track_changes_editing_bullet_id_paraid_overflow_word_redline_accepted.pdf,
track_changes_editing_bullet_id_paraid_overflow_track_changes_editing_strikethrough_id_paraid_overflow,track_changes_editing_bullet_id_paraid_overflow,track_changes_editing_strikethrough_id_paraid_overflow,both,track_changes_editing_bullet_id_paraid_overflow.docx,track_changes_editing_strikethrough_id_paraid_overflow.docx,track_changes_editing_bullet_id_paraid_overflow_track_changes_editing_strikethrough_id_paraid_overflow_redline.docx,,track_changes_editing_bullet_id_paraid_overflow_track_changes_editing_strikethrough_id_paraid_overflow_redline.docx,track_changes_editing_bullet_id_paraid_overflow_track_changes_editing_strikethrough_id_paraid_overflow_redline.pdf,track_changes_editing_bullet_id_paraid_overflow_track_changes_editing_strikethrough_id_paraid_overflow_word_redline_accepted.pdf,
track_changes_editing_strikethrough_id_paraid_overflow_track_changes_suggesting_bold_id_paraid_overflow,track_changes_editing_strikethrough_id_paraid_overflow,track_changes_suggesting_bold_id_paraid_overflow,both,track_changes_editing_strikethrough_id_paraid_overflow.docx,track_changes_suggesting_bold_id_paraid_overflow.docx,track_changes_editing_strikethrough_id_paraid_overflow_track_changes_suggesting_bold_id_paraid_overflow_redline.docx,,track_changes_editing_strikethrough_id_paraid_overflow_track_changes_suggesting_bold_id_paraid_overflow_redline.docx,track_changes_editing_strikethrough_id_paraid_overflow_track_changes_suggesting_bold_id_paraid_overflow_redline.pdf,track_changes_editing_strikethrough_id_paraid_overflow_track_changes_suggesting_bold_id_paraid_overflow_word_redline_accepted.pdf,
track_changes_suggesting_bold_id_paraid_overflow_track_changes_suggesting_calibri_id_paraid_overflow,track_changes_suggesting_bold_id_paraid_overflow,track_changes_suggesting_calibri_id_paraid_overflow,both,track_changes_suggesting_bold_id_paraid_overflow.docx,track_changes_suggesting_calibri_id_paraid_overflow.docx,track_changes_suggesting_bold_id_paraid_overflow_track_changes_suggesting_calibri_id_paraid_overflow_redline.docx,,track_changes_suggesting_bold_id_paraid_overflow_track_changes_suggesting_calibri_id_paraid_overflow_redline.docx,track_changes_suggesting_bold_id_paraid_overflow_track_changes_suggesting_calibri_id_paraid_overflow_redline.pdf,track_changes_suggesting_bold_id_paraid_overflow_track_changes_suggesting_calibri_id_paraid_overflow_word_redline_accepted.pdf,
track_changes_suggesting_calibri_id_paraid_overflow_track_changes_suggesting_center_id_paraid_overflow,track_changes_suggesting_calibri_id_paraid_overflow,track_changes_suggesting_center_id_paraid_overflow,both,track_changes_suggesting_calibri_id_paraid_overflow.docx,track_changes_suggesting_center_id_paraid_overflow.docx,track_changes_suggesting_calibri_id_paraid_overflow_track_changes_suggesting_center_id_paraid_overflow_redline.docx,,track_changes_suggesting_calibri_id_paraid_overflow_track_changes_suggesting_center_id_paraid_overflow_redline.docx,track_changes_suggesting_calibri_id_paraid_overflow_track_changes_suggesting_center_id_paraid_overflow_redline.pdf,track_changes_suggesting_calibri_id_paraid_overflow_track_changes_suggesting_center_id_paraid_overflow_word_redline_accepted.pdf,
track_changes_suggesting_center_id_paraid_overflow_track_changes_suggesting_heading_id_paraid_overflow,track_changes_suggesting_center_id_paraid_overflow,track_changes_suggesting_heading_id_paraid_overflow,both,track_changes_suggesting_center_id_paraid_overflow.docx,track_changes_suggesting_heading_id_paraid_overflow.docx,track_changes_suggesting_center_id_paraid_overflow_track_changes_suggesting_heading_id_paraid_overflow_redline.docx,,track_changes_suggesting_center_id_paraid_overflow_track_changes_suggesting_heading_id_paraid_overflow_redline.docx,track_changes_suggesting_center_id_paraid_overflow_track_changes_suggesting_heading_id_paraid_overflow_redline.pdf,track_changes_suggesting_center_id_paraid_overflow_track_changes_suggesting_heading_id_paraid_overflow_word_redline_accepted.pdf,
track_changes_suggesting_heading_id_paraid_overflow_track_changes_suggesting_italic_id_paraid_overflow,track_changes_suggesting_heading_id_paraid_overflow,track_changes_suggesting_italic_id_paraid_overflow,both,track_changes_suggesting_heading_id_paraid_overflow.docx,track_changes_suggesting_italic_id_paraid_overflow.docx,track_changes_suggesting_heading_id_paraid_overflow_track_changes_suggesting_italic_id_paraid_overflow_redline.docx,,track_changes_suggesting_heading_id_paraid_overflow_track_changes_suggesting_italic_id_paraid_overflow_redline.docx,track_changes_suggesting_heading_id_paraid_overflow_track_changes_suggesting_italic_id_paraid_overflow_redline.pdf,track_changes_suggesting_heading_id_paraid_overflow_track_changes_suggesting_italic_id_paraid_overflow_word_redline_accepted.pdf,
track_changes_suggesting_italic_id_paraid_overflow_track_changes_suggesting_title_id_paraid_overflow,track_changes_suggesting_italic_id_paraid_overflow,track_changes_suggesting_title_id_paraid_overflow,both,track_changes_suggesting_italic_id_paraid_overflow.docx,track_changes_suggesting_title_id_paraid_overflow.docx,track_changes_suggesting_italic_id_paraid_overflow_track_changes_suggesting_title_id_paraid_overflow_redline.docx,,track_changes_suggesting_italic_id_paraid_overflow_track_changes_suggesting_title_id_paraid_overflow_redline.docx,track_changes_suggesting_italic_id_paraid_overflow_track_changes_suggesting_title_id_paraid_overflow_redline.pdf,track_changes_suggesting_italic_id_paraid_overflow_track_changes_suggesting_title_id_paraid_overflow_word_redline_accepted.pdf,
track_changes_suggesting_title_id_paraid_overflow_training_materials_onboarding_program_suggesting_insertions,track_changes_suggesting_title_id_paraid_overflow,training_materials_onboarding_program_suggesting_insertions,both,track_changes_suggesting_title_id_paraid_overflow.docx,training_materials_onboarding_program_suggesting_insertions.docx,track_changes_suggesting_title_id_paraid_overflow_training_materials_onboarding_program_suggesting_insertions_redline.docx,track_changes_suggesting_title_id_paraid_overflow_training_materials_onboarding_program_suggesting_insertions_word_redline.docx,track_changes_suggesting_title_id_paraid_overflow_training_materials_onboarding_program_suggesting_insertions_word_redline.docx,track_changes_suggesting_title_id_paraid_overflow_training_materials_onboarding_program_suggesting_insertions_word_redline.pdf,track_changes_suggesting_title_id_paraid_overflow_training_materials_onboarding_program_suggesting_insertions_word_redline_accepted.pdf,
training_materials_onboarding_program_suggesting_insertions_underline_text_demo_id_paraid_overflow,training_materials_onboarding_program_suggesting_insertions,underline_text_demo_id_paraid_overflow,both,training_materials_onboarding_program_suggesting_insertions.docx,underline_text_demo_id_paraid_overflow.docx,training_materials_onboarding_program_suggesting_insertions_underline_text_demo_id_paraid_overflow_redline.docx,training_materials_onboarding_program_suggesting_insertions_underline_text_demo_id_paraid_overflow_word_redline.docx,training_materials_onboarding_program_suggesting_insertions_underline_text_demo_id_paraid_overflow_word_redline.docx,training_materials_onboarding_program_suggesting_insertions_underline_text_demo_id_paraid_overflow_word_redline.pdf,training_materials_onboarding_program_suggesting_insertions_underline_text_demo_id_paraid_overflow_word_redline_accepted.pdf,
underline_text_demo_id_paraid_overflow_underline_text_formatting_demo_style_default_missing,underline_text_demo_id_paraid_overflow,underline_text_formatting_demo_style_default_missing,both,underline_text_demo_id_paraid_overflow.docx,underline_text_formatting_demo_style_default_missing.docx,underline_text_demo_id_paraid_overflow_underline_text_formatting_demo_style_default_missing_redline.docx,,underline_text_demo_id_paraid_overflow_underline_text_formatting_demo_style_default_missing_redline.docx,underline_text_demo_id_paraid_overflow_underline_text_formatting_demo_style_default_missing_redline.pdf,underline_text_demo_id_paraid_overflow_underline_text_formatting_demo_style_default_missing_word_redline_accepted.pdf,
