pair_stem,base,next,origin,docx_source_base,docx_source_next,redline_docx,redline_docx_word,accepted_docx,pdf_redline,pdf_accepted,missing
behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc,behavior__math_all_objects_36ab389c,behavior__math_delimiter_tests_c9d034dc,superdoc_chain,behavior__math_all_objects_36ab389c.docx,behavior__math_delimiter_tests_c9d034dc.docx,behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc_redline.docx,,MISSING,behavior__math_all_objects_36ab389c_behavior__math_delimiter_tests_c9d034dc_redline.pdf,MISSING,accepted_docx; pdf_accepted
cli_legacy__replace_test_0a793f01_super_editor__sdpr_titleonly_b0796676,cli_legacy__replace_test_0a793f01,super_editor__sdpr_titleonly_b0796676,superdoc_cross,cli_legacy__replace_test_0a793f01.docx,super_editor__sdpr_titleonly_b0796676.docx,cli_legacy__replace_test_0a793f01_super_editor__sdpr_titleonly_b0796676_redline.docx,,MISSING,cli_legacy__replace_test_0a793f01_super_editor__sdpr_titleonly_b0796676_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__custom_list_numbering1_7eb9fda4_super_editor__diff_before19_97e0f4e6,super_editor__custom_list_numbering1_7eb9fda4,super_editor__diff_before19_97e0f4e6,superdoc_cross,super_editor__custom_list_numbering1_7eb9fda4.docx,super_editor__diff_before19_97e0f4e6.docx,super_editor__custom_list_numbering1_7eb9fda4_super_editor__diff_before19_97e0f4e6_redline.docx,,MISSING,super_editor__custom_list_numbering1_7eb9fda4_super_editor__diff_before19_97e0f4e6_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_paragraph_1774f4e4_behavior__word_native_bullet_circle_80d6f323,super_editor__basic_paragraph_1774f4e4,behavior__word_native_bullet_circle_80d6f323,superdoc_cross,super_editor__basic_paragraph_1774f4e4.docx,behavior__word_native_bullet_circle_80d6f323.docx,super_editor__basic_paragraph_1774f4e4_behavior__word_native_bullet_circle_80d6f323_redline.docx,,MISSING,super_editor__basic_paragraph_1774f4e4_behavior__word_native_bullet_circle_80d6f323_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__sd_2447_toc_tab_alignment_8319c14c_super_editor__broken_complex_list_293fda86,behavior__sd_2447_toc_tab_alignment_8319c14c,super_editor__broken_complex_list_293fda86,superdoc_cross,behavior__sd_2447_toc_tab_alignment_8319c14c.docx,super_editor__broken_complex_list_293fda86.docx,behavior__sd_2447_toc_tab_alignment_8319c14c_super_editor__broken_complex_list_293fda86_redline.docx,,MISSING,behavior__sd_2447_toc_tab_alignment_8319c14c_super_editor__broken_complex_list_293fda86_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__word_native_bullet_disc_bfbeb2dd_super_editor__table_c70ca973,behavior__word_native_bullet_disc_bfbeb2dd,super_editor__table_c70ca973,superdoc_cross,behavior__word_native_bullet_disc_bfbeb2dd.docx,super_editor__table_c70ca973.docx,behavior__word_native_bullet_disc_bfbeb2dd_super_editor__table_c70ca973_redline.docx,,MISSING,behavior__word_native_bullet_disc_bfbeb2dd_super_editor__table_c70ca973_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__h_f_normal_odd_even_unchecked_first_p_817ad6e9_super_editor__sd_1495_auto_page_break_2_f0f3bf0e,super_editor__h_f_normal_odd_even_unchecked_first_p_817ad6e9,super_editor__sd_1495_auto_page_break_2_f0f3bf0e,superdoc_cross,super_editor__h_f_normal_odd_even_unchecked_first_p_817ad6e9.docx,super_editor__sd_1495_auto_page_break_2_f0f3bf0e.docx,super_editor__h_f_normal_odd_even_unchecked_first_p_817ad6e9_super_editor__sd_1495_auto_page_break_2_f0f3bf0e_redline.docx,,MISSING,super_editor__h_f_normal_odd_even_unchecked_first_p_817ad6e9_super_editor__sd_1495_auto_page_break_2_f0f3bf0e_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__list_with_indents_efc7d4f5_super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b,super_editor__list_with_indents_efc7d4f5,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b,superdoc_cross,super_editor__list_with_indents_efc7d4f5.docx,super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b.docx,super_editor__list_with_indents_efc7d4f5_super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b_redline.docx,,MISSING,super_editor__list_with_indents_efc7d4f5_super_editor__sd_1707_list_enter_track_changes_with_fd93fd8b_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__tiff_image_2d531f83_super_editor__h_f_normal_5d2a8d96,behavior__tiff_image_2d531f83,super_editor__h_f_normal_5d2a8d96,superdoc_cross,behavior__tiff_image_2d531f83.docx,super_editor__h_f_normal_5d2a8d96.docx,behavior__tiff_image_2d531f83_super_editor__h_f_normal_5d2a8d96_redline.docx,,MISSING,behavior__tiff_image_2d531f83_super_editor__h_f_normal_5d2a8d96_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__broken_complex_list_293fda86_super_editor__list_def_mix_d7cec092,super_editor__broken_complex_list_293fda86,super_editor__list_def_mix_d7cec092,superdoc_cross,super_editor__broken_complex_list_293fda86.docx,super_editor__list_def_mix_d7cec092.docx,super_editor__broken_complex_list_293fda86_super_editor__list_def_mix_d7cec092_redline.docx,,MISSING,super_editor__broken_complex_list_293fda86_super_editor__list_def_mix_d7cec092_redline.pdf,MISSING,accepted_docx; pdf_accepted
cli_legacy__sample_3a8f1f93_super_editor__sdts_basic_45263ca5,cli_legacy__sample_3a8f1f93,super_editor__sdts_basic_45263ca5,superdoc_cross,cli_legacy__sample_3a8f1f93.docx,super_editor__sdts_basic_45263ca5.docx,cli_legacy__sample_3a8f1f93_super_editor__sdts_basic_45263ca5_redline.docx,,MISSING,cli_legacy__sample_3a8f1f93_super_editor__sdts_basic_45263ca5_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__vrect_node_c8e51f22_behavior__sd_2447_toc_tab_alignment_8319c14c,super_editor__vrect_node_c8e51f22,behavior__sd_2447_toc_tab_alignment_8319c14c,superdoc_cross,super_editor__vrect_node_c8e51f22.docx,behavior__sd_2447_toc_tab_alignment_8319c14c.docx,super_editor__vrect_node_c8e51f22_behavior__sd_2447_toc_tab_alignment_8319c14c_redline.docx,,MISSING,super_editor__vrect_node_c8e51f22_behavior__sd_2447_toc_tab_alignment_8319c14c_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_comment_d3ba5f1e_super_editor__diff_after9_a9d4b4b0,super_editor__basic_comment_d3ba5f1e,super_editor__diff_after9_a9d4b4b0,superdoc_cross,super_editor__basic_comment_d3ba5f1e.docx,super_editor__diff_after9_a9d4b4b0.docx,super_editor__basic_comment_d3ba5f1e_super_editor__diff_after9_a9d4b4b0_redline.docx,,MISSING,super_editor__basic_comment_d3ba5f1e_super_editor__diff_after9_a9d4b4b0_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__nested_comments_84f214bb_super_editor__paragraph_indent_normal_styles_85fe82d8,super_editor__nested_comments_84f214bb,super_editor__paragraph_indent_normal_styles_85fe82d8,superdoc_cross,super_editor__nested_comments_84f214bb.docx,super_editor__paragraph_indent_normal_styles_85fe82d8.docx,super_editor__nested_comments_84f214bb_super_editor__paragraph_indent_normal_styles_85fe82d8_redline.docx,,MISSING,super_editor__nested_comments_84f214bb_super_editor__paragraph_indent_normal_styles_85fe82d8_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1480_two_col_tab_positions_00953280_super_editor__pci_table_dc840852,super_editor__sd_1480_two_col_tab_positions_00953280,super_editor__pci_table_dc840852,superdoc_cross,super_editor__sd_1480_two_col_tab_positions_00953280.docx,super_editor__pci_table_dc840852.docx,super_editor__sd_1480_two_col_tab_positions_00953280_super_editor__pci_table_dc840852_redline.docx,,MISSING,super_editor__sd_1480_two_col_tab_positions_00953280_super_editor__pci_table_dc840852_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__msword_tracked_changes_4794adc4_behavior__pageref_standalone_uppercase_h_7701e07f,super_editor__msword_tracked_changes_4794adc4,behavior__pageref_standalone_uppercase_h_7701e07f,superdoc_cross,super_editor__msword_tracked_changes_4794adc4.docx,behavior__pageref_standalone_uppercase_h_7701e07f.docx,super_editor__msword_tracked_changes_4794adc4_behavior__pageref_standalone_uppercase_h_7701e07f_redline.docx,,MISSING,super_editor__msword_tracked_changes_4794adc4_behavior__pageref_standalone_uppercase_h_7701e07f_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after_10f1912e_super_editor__list_with_table_break_ff0c4c1f,super_editor__diff_after_10f1912e,super_editor__list_with_table_break_ff0c4c1f,superdoc_cross,super_editor__diff_after_10f1912e.docx,super_editor__list_with_table_break_ff0c4c1f.docx,super_editor__diff_after_10f1912e_super_editor__list_with_table_break_ff0c4c1f_redline.docx,,MISSING,super_editor__diff_after_10f1912e_super_editor__list_with_table_break_ff0c4c1f_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__font_formatting_runs_8be3565a_doc_api_stories__table_style_options_roundtrip_10222e60,super_editor__font_formatting_runs_8be3565a,doc_api_stories__table_style_options_roundtrip_10222e60,superdoc_cross,super_editor__font_formatting_runs_8be3565a.docx,doc_api_stories__table_style_options_roundtrip_10222e60.docx,super_editor__font_formatting_runs_8be3565a_doc_api_stories__table_style_options_roundtrip_10222e60_redline.docx,,MISSING,super_editor__font_formatting_runs_8be3565a_doc_api_stories__table_style_options_roundtrip_10222e60_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__broken_complex_list_293fda86_super_editor__base_ordered_fdff1fb2,super_editor__broken_complex_list_293fda86,super_editor__base_ordered_fdff1fb2,superdoc_cross,super_editor__broken_complex_list_293fda86.docx,super_editor__base_ordered_fdff1fb2.docx,super_editor__broken_complex_list_293fda86_super_editor__base_ordered_fdff1fb2_redline.docx,,MISSING,super_editor__broken_complex_list_293fda86_super_editor__base_ordered_fdff1fb2_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_before8_ba5faa9e_super_editor__paragraph_spacing_missing_de418c38,super_editor__diff_before8_ba5faa9e,super_editor__paragraph_spacing_missing_de418c38,superdoc_cross,super_editor__diff_before8_ba5faa9e.docx,super_editor__paragraph_spacing_missing_de418c38.docx,super_editor__diff_before8_ba5faa9e_super_editor__paragraph_spacing_missing_de418c38_redline.docx,,MISSING,super_editor__diff_before8_ba5faa9e_super_editor__paragraph_spacing_missing_de418c38_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__hyperlink_multiple_runs_0138c312_super_editor__diff_before10_2f84ca55,super_editor__hyperlink_multiple_runs_0138c312,super_editor__diff_before10_2f84ca55,superdoc_cross,super_editor__hyperlink_multiple_runs_0138c312.docx,super_editor__diff_before10_2f84ca55.docx,super_editor__hyperlink_multiple_runs_0138c312_super_editor__diff_before10_2f84ca55_redline.docx,,MISSING,super_editor__hyperlink_multiple_runs_0138c312_super_editor__diff_before10_2f84ca55_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_italic_rstyle_combos_demo_90894ac1_super_editor__sd_1480_two_col_tab_positions_00953280,super_editor__ooxml_italic_rstyle_combos_demo_90894ac1,super_editor__sd_1480_two_col_tab_positions_00953280,superdoc_cross,super_editor__ooxml_italic_rstyle_combos_demo_90894ac1.docx,super_editor__sd_1480_two_col_tab_positions_00953280.docx,super_editor__ooxml_italic_rstyle_combos_demo_90894ac1_super_editor__sd_1480_two_col_tab_positions_00953280_redline.docx,,MISSING,super_editor__ooxml_italic_rstyle_combos_demo_90894ac1_super_editor__sd_1480_two_col_tab_positions_00953280_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__custom_list_numbering1_7eb9fda4_behavior__multi_image_types_b962a2b8,super_editor__custom_list_numbering1_7eb9fda4,behavior__multi_image_types_b962a2b8,superdoc_cross,super_editor__custom_list_numbering1_7eb9fda4.docx,behavior__multi_image_types_b962a2b8.docx,super_editor__custom_list_numbering1_7eb9fda4_behavior__multi_image_types_b962a2b8_redline.docx,,MISSING,super_editor__custom_list_numbering1_7eb9fda4_behavior__multi_image_types_b962a2b8_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__paragraph_pPr_variations_a7653eb1_super_editor__diff_after2_fc1e0763,super_editor__paragraph_pPr_variations_a7653eb1,super_editor__diff_after2_fc1e0763,superdoc_cross,super_editor__paragraph_pPr_variations_a7653eb1.docx,super_editor__diff_after2_fc1e0763.docx,super_editor__paragraph_pPr_variations_a7653eb1_super_editor__diff_after2_fc1e0763_redline.docx,,MISSING,super_editor__paragraph_pPr_variations_a7653eb1_super_editor__diff_after2_fc1e0763_redline.pdf,MISSING,accepted_docx; pdf_accepted
doc_api_stories__table_style_options_roundtrip_10222e60_super_editor__diff_after19_79c6b379,doc_api_stories__table_style_options_roundtrip_10222e60,super_editor__diff_after19_79c6b379,superdoc_cross,doc_api_stories__table_style_options_roundtrip_10222e60.docx,super_editor__diff_after19_79c6b379.docx,doc_api_stories__table_style_options_roundtrip_10222e60_super_editor__diff_after19_79c6b379_redline.docx,,MISSING,doc_api_stories__table_style_options_roundtrip_10222e60_super_editor__diff_after19_79c6b379_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__hyperlink_node_52b7695b_super_editor__Google_Docs_Originated_comments___TCs_76ac865d,super_editor__hyperlink_node_52b7695b,super_editor__Google_Docs_Originated_comments___TCs_76ac865d,superdoc_cross,super_editor__hyperlink_node_52b7695b.docx,super_editor__Google_Docs_Originated_comments___TCs_76ac865d.docx,super_editor__hyperlink_node_52b7695b_super_editor__Google_Docs_Originated_comments___TCs_76ac865d_redline.docx,,MISSING,super_editor__hyperlink_node_52b7695b_super_editor__Google_Docs_Originated_comments___TCs_76ac865d_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__h_f_normal_odd_even_firstpg_9b210d9a_super_editor__basic_footnotes_5be96945,super_editor__h_f_normal_odd_even_firstpg_9b210d9a,super_editor__basic_footnotes_5be96945,superdoc_cross,super_editor__h_f_normal_odd_even_firstpg_9b210d9a.docx,super_editor__basic_footnotes_5be96945.docx,super_editor__h_f_normal_odd_even_firstpg_9b210d9a_super_editor__basic_footnotes_5be96945_redline.docx,,MISSING,super_editor__h_f_normal_odd_even_firstpg_9b210d9a_super_editor__basic_footnotes_5be96945_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_before10_2f84ca55_behavior__word_native_bullet_square_da8bb73c,super_editor__diff_before10_2f84ca55,behavior__word_native_bullet_square_da8bb73c,superdoc_cross,super_editor__diff_before10_2f84ca55.docx,behavior__word_native_bullet_square_da8bb73c.docx,super_editor__diff_before10_2f84ca55_behavior__word_native_bullet_square_da8bb73c_redline.docx,,MISSING,super_editor__diff_before10_2f84ca55_behavior__word_native_bullet_square_da8bb73c_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__nested_comments_gdocs_0c8668e1_behavior__math_matrix_tests_a3b17e15,super_editor__nested_comments_gdocs_0c8668e1,behavior__math_matrix_tests_a3b17e15,superdoc_cross,super_editor__nested_comments_gdocs_0c8668e1.docx,behavior__math_matrix_tests_a3b17e15.docx,super_editor__nested_comments_gdocs_0c8668e1_behavior__math_matrix_tests_a3b17e15_redline.docx,,MISSING,super_editor__nested_comments_gdocs_0c8668e1_behavior__math_matrix_tests_a3b17e15_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_after2_fc1e0763_super_editor__shape_group_ce60e1e6,super_editor__diff_after2_fc1e0763,super_editor__shape_group_ce60e1e6,superdoc_cross,super_editor__diff_after2_fc1e0763.docx,super_editor__shape_group_ce60e1e6.docx,super_editor__diff_after2_fc1e0763_super_editor__shape_group_ce60e1e6_redline.docx,,MISSING,super_editor__diff_after2_fc1e0763_super_editor__shape_group_ce60e1e6_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822_super_editor__diff_before8_ba5faa9e,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822,super_editor__diff_before8_ba5faa9e,superdoc_cross,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822.docx,super_editor__diff_before8_ba5faa9e.docx,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822_super_editor__diff_before8_ba5faa9e_redline.docx,,MISSING,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822_super_editor__diff_before8_ba5faa9e_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__sd_2672_plain_3x3_87943d5d_super_editor__hyperlink_node_internal_1c0232f9,behavior__sd_2672_plain_3x3_87943d5d,super_editor__hyperlink_node_internal_1c0232f9,superdoc_cross,behavior__sd_2672_plain_3x3_87943d5d.docx,super_editor__hyperlink_node_internal_1c0232f9.docx,behavior__sd_2672_plain_3x3_87943d5d_super_editor__hyperlink_node_internal_1c0232f9_redline.docx,,MISSING,behavior__sd_2672_plain_3x3_87943d5d_super_editor__hyperlink_node_internal_1c0232f9_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__image_p_spacing_9b211fd7_super_editor__table_autofit_colspan_1fd7723c,super_editor__image_p_spacing_9b211fd7,super_editor__table_autofit_colspan_1fd7723c,superdoc_cross,super_editor__image_p_spacing_9b211fd7.docx,super_editor__table_autofit_colspan_1fd7723c.docx,super_editor__image_p_spacing_9b211fd7_super_editor__table_autofit_colspan_1fd7723c_redline.docx,,MISSING,super_editor__image_p_spacing_9b211fd7_super_editor__table_autofit_colspan_1fd7723c_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__shape_group_ce60e1e6_super_editor__invalid_list_def_fallback_d7f55451,super_editor__shape_group_ce60e1e6,super_editor__invalid_list_def_fallback_d7f55451,superdoc_cross,super_editor__shape_group_ce60e1e6.docx,super_editor__invalid_list_def_fallback_d7f55451.docx,super_editor__shape_group_ce60e1e6_super_editor__invalid_list_def_fallback_d7f55451_redline.docx,,MISSING,super_editor__shape_group_ce60e1e6_super_editor__invalid_list_def_fallback_d7f55451_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_list_0fcfe705_super_editor__sd_1495_auto_page_break_854a2dd9,super_editor__basic_list_0fcfe705,super_editor__sd_1495_auto_page_break_854a2dd9,superdoc_cross,super_editor__basic_list_0fcfe705.docx,super_editor__sd_1495_auto_page_break_854a2dd9.docx,super_editor__basic_list_0fcfe705_super_editor__sd_1495_auto_page_break_854a2dd9_redline.docx,,MISSING,super_editor__basic_list_0fcfe705_super_editor__sd_1495_auto_page_break_854a2dd9_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__math_delimiter_tests_c9d034dc_super_editor__diff_after19_79c6b379,behavior__math_delimiter_tests_c9d034dc,super_editor__diff_after19_79c6b379,superdoc_cross,behavior__math_delimiter_tests_c9d034dc.docx,super_editor__diff_after19_79c6b379.docx,behavior__math_delimiter_tests_c9d034dc_super_editor__diff_after19_79c6b379_redline.docx,,MISSING,behavior__math_delimiter_tests_c9d034dc_super_editor__diff_after19_79c6b379_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1919_word_mixed_33e049ca_super_editor__diff_after5_9fb9d5b4,super_editor__sd_1919_word_mixed_33e049ca,super_editor__diff_after5_9fb9d5b4,superdoc_cross,super_editor__sd_1919_word_mixed_33e049ca.docx,super_editor__diff_after5_9fb9d5b4.docx,super_editor__sd_1919_word_mixed_33e049ca_super_editor__diff_after5_9fb9d5b4_redline.docx,,MISSING,super_editor__sd_1919_word_mixed_33e049ca_super_editor__diff_after5_9fb9d5b4_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__fields_attrs1_83837249_super_editor__two_column_two_page_0b8a37c5,super_editor__fields_attrs1_83837249,super_editor__two_column_two_page_0b8a37c5,superdoc_cross,super_editor__fields_attrs1_83837249.docx,super_editor__two_column_two_page_0b8a37c5.docx,super_editor__fields_attrs1_83837249_super_editor__two_column_two_page_0b8a37c5_redline.docx,,MISSING,super_editor__fields_attrs1_83837249_super_editor__two_column_two_page_0b8a37c5_redline.pdf,MISSING,accepted_docx; pdf_accepted
evals__nda_7f304918_super_editor__nested_comments_84f214bb,evals__nda_7f304918,super_editor__nested_comments_84f214bb,superdoc_cross,evals__nda_7f304918.docx,super_editor__nested_comments_84f214bb.docx,evals__nda_7f304918_super_editor__nested_comments_84f214bb_redline.docx,,MISSING,evals__nda_7f304918_super_editor__nested_comments_84f214bb_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__missing_separator_41c823b9_super_editor__sd_2766_pirates_tracked_changes_3285d875,super_editor__missing_separator_41c823b9,super_editor__sd_2766_pirates_tracked_changes_3285d875,superdoc_cross,super_editor__missing_separator_41c823b9.docx,super_editor__sd_2766_pirates_tracked_changes_3285d875.docx,super_editor__missing_separator_41c823b9_super_editor__sd_2766_pirates_tracked_changes_3285d875_redline.docx,,MISSING,super_editor__missing_separator_41c823b9_super_editor__sd_2766_pirates_tracked_changes_3285d875_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__sd_1919_word_table_74726d6c_super_editor__sdpr_8cc15994,super_editor__sd_1919_word_table_74726d6c,super_editor__sdpr_8cc15994,superdoc_cross,super_editor__sd_1919_word_table_74726d6c.docx,super_editor__sdpr_8cc15994.docx,super_editor__sd_1919_word_table_74726d6c_super_editor__sdpr_8cc15994_redline.docx,,MISSING,super_editor__sd_1919_word_table_74726d6c_super_editor__sdpr_8cc15994_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_comment_d3ba5f1e_super_editor__sdpr_titleonly_b0796676,super_editor__basic_comment_d3ba5f1e,super_editor__sdpr_titleonly_b0796676,superdoc_cross,super_editor__basic_comment_d3ba5f1e.docx,super_editor__sdpr_titleonly_b0796676.docx,super_editor__basic_comment_d3ba5f1e_super_editor__sdpr_titleonly_b0796676_redline.docx,,MISSING,super_editor__basic_comment_d3ba5f1e_super_editor__sdpr_titleonly_b0796676_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__diff_before11_1b953eaf_super_editor__bookmark_use_cases_d20f31f6,super_editor__diff_before11_1b953eaf,super_editor__bookmark_use_cases_d20f31f6,superdoc_cross,super_editor__diff_before11_1b953eaf.docx,super_editor__bookmark_use_cases_d20f31f6.docx,super_editor__diff_before11_1b953eaf_super_editor__bookmark_use_cases_d20f31f6_redline.docx,,MISSING,super_editor__diff_before11_1b953eaf_super_editor__bookmark_use_cases_d20f31f6_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822_super_editor__complex_list_def_issue_326369f9,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822,super_editor__complex_list_def_issue_326369f9,superdoc_cross,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822.docx,super_editor__complex_list_def_issue_326369f9.docx,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822_super_editor__complex_list_def_issue_326369f9_redline.docx,,MISSING,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822_super_editor__complex_list_def_issue_326369f9_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__longer_header_sign_area_7c80b525_super_editor__diff_before_019353a2,super_editor__longer_header_sign_area_7c80b525,super_editor__diff_before_019353a2,superdoc_cross,super_editor__longer_header_sign_area_7c80b525.docx,super_editor__diff_before_019353a2.docx,super_editor__longer_header_sign_area_7c80b525_super_editor__diff_before_019353a2_redline.docx,,MISSING,super_editor__longer_header_sign_area_7c80b525_super_editor__diff_before_019353a2_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__missing_sectpr_967a402d_super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822,super_editor__missing_sectpr_967a402d,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822,superdoc_cross,super_editor__missing_sectpr_967a402d.docx,super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822.docx,super_editor__missing_sectpr_967a402d_super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822_redline.docx,,MISSING,super_editor__missing_sectpr_967a402d_super_editor__ooxml_bold_rstyle_linked_combos_demo_90819822_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__math_groupchr_tests_4a4970fc_behavior__sd_2447_toc_tab_alignment_8319c14c,behavior__math_groupchr_tests_4a4970fc,behavior__sd_2447_toc_tab_alignment_8319c14c,superdoc_cross,behavior__math_groupchr_tests_4a4970fc.docx,behavior__sd_2447_toc_tab_alignment_8319c14c.docx,behavior__math_groupchr_tests_4a4970fc_behavior__sd_2447_toc_tab_alignment_8319c14c_redline.docx,,MISSING,behavior__math_groupchr_tests_4a4970fc_behavior__sd_2447_toc_tab_alignment_8319c14c_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__broken_list_7e9b9bf7_layout_engine__basic_vector_shapes_e5f0ef49,super_editor__broken_list_7e9b9bf7,layout_engine__basic_vector_shapes_e5f0ef49,superdoc_cross,super_editor__broken_list_7e9b9bf7.docx,layout_engine__basic_vector_shapes_e5f0ef49.docx,super_editor__broken_list_7e9b9bf7_layout_engine__basic_vector_shapes_e5f0ef49_redline.docx,,MISSING,super_editor__broken_list_7e9b9bf7_layout_engine__basic_vector_shapes_e5f0ef49_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__gdocs_comments_export_4c0bfa04_super_editor__basic_footnotes_5be96945,super_editor__gdocs_comments_export_4c0bfa04,super_editor__basic_footnotes_5be96945,superdoc_cross,super_editor__gdocs_comments_export_4c0bfa04.docx,super_editor__basic_footnotes_5be96945.docx,super_editor__gdocs_comments_export_4c0bfa04_super_editor__basic_footnotes_5be96945_redline.docx,,MISSING,super_editor__gdocs_comments_export_4c0bfa04_super_editor__basic_footnotes_5be96945_redline.pdf,MISSING,accepted_docx; pdf_accepted
behavior__tiff_image_2d531f83_behavior__sd_2750_borderbox_7cd3768d,behavior__tiff_image_2d531f83,behavior__sd_2750_borderbox_7cd3768d,superdoc_cross,behavior__tiff_image_2d531f83.docx,behavior__sd_2750_borderbox_7cd3768d.docx,behavior__tiff_image_2d531f83_behavior__sd_2750_borderbox_7cd3768d_redline.docx,,MISSING,behavior__tiff_image_2d531f83_behavior__sd_2750_borderbox_7cd3768d_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__table_merged_cells_9c349334_super_editor__alternateContent_valid_de18b376,super_editor__table_merged_cells_9c349334,super_editor__alternateContent_valid_de18b376,superdoc_cross,super_editor__table_merged_cells_9c349334.docx,super_editor__alternateContent_valid_de18b376.docx,super_editor__table_merged_cells_9c349334_super_editor__alternateContent_valid_de18b376_redline.docx,,MISSING,super_editor__table_merged_cells_9c349334_super_editor__alternateContent_valid_de18b376_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__basic_page_nums_d5b08fc3_behavior__math_func_tests_0434dd11,super_editor__basic_page_nums_d5b08fc3,behavior__math_func_tests_0434dd11,superdoc_cross,super_editor__basic_page_nums_d5b08fc3.docx,behavior__math_func_tests_0434dd11.docx,super_editor__basic_page_nums_d5b08fc3_behavior__math_func_tests_0434dd11_redline.docx,,MISSING,super_editor__basic_page_nums_d5b08fc3_behavior__math_func_tests_0434dd11_redline.pdf,MISSING,accepted_docx; pdf_accepted
super_editor__page_numbering_examples_13edaf84_super_editor__two_column_two_page_arial_6d5ca9a5,super_editor__page_numbering_examples_13edaf84,super_editor__two_column_two_page_arial_6d5ca9a5,superdoc_cross,super_editor__page_numbering_examples_13edaf84.docx,super_editor__two_column_two_page_arial_6d5ca9a5.docx,super_editor__page_numbering_examples_13edaf84_super_editor__two_column_two_page_arial_6d5ca9a5_redline.docx,,MISSING,super_editor__page_numbering_examples_13edaf84_super_editor__two_column_two_page_arial_6d5ca9a5_redline.pdf,MISSING,accepted_docx; pdf_accepted
